Prompt,air_temperature,fault_detection,power_consumption,process_efficiency,process_temperature,rotational_speed,summary,system_load,tool_wear,torque
"Determine the maximum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Show me the maximum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Give me the maximum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Provide the maximum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"What is the minimum air_temperature, power_consumption and tool_wear?",1,0,1,0,0,0,0,0,1,0
"Calculate the minimum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Find the minimum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Determine the minimum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Show me the minimum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Give me the minimum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Provide the minimum air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"What is the latest air_temperature, power_consumption and tool_wear?",1,0,1,0,0,0,0,0,1,0
"Calculate the latest air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Find the latest air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Determine the latest air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Show me the latest air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Give me the latest air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Provide the latest air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"What is the trend air_temperature, power_consumption and tool_wear?",1,0,1,0,0,0,0,0,1,0
"Calculate the trend air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Find the trend air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Determine the trend air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Show me the trend air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Give me the trend air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"Provide the trend air_temperature, power_consumption and tool_wear.",1,0,1,0,0,0,0,0,1,0
"What is the average air_temperature, process_temperature and rotational_speed?",1,0,0,0,1,1,0,0,0,0
"Calculate the average air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Find the average air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Determine the average air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Show me the average air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Give me the average air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Provide the average air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"What is the maximum air_temperature, process_temperature and rotational_speed?",1,0,0,0,1,1,0,0,0,0
"Calculate the maximum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Find the maximum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Determine the maximum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Show me the maximum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Give me the maximum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Provide the maximum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"What is the minimum air_temperature, process_temperature and rotational_speed?",1,0,0,0,1,1,0,0,0,0
"Calculate the minimum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Find the minimum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Determine the minimum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Show me the minimum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Give me the minimum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Provide the minimum air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"What is the latest air_temperature, process_temperature and rotational_speed?",1,0,0,0,1,1,0,0,0,0
"Calculate the latest air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Find the latest air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Determine the latest air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Show me the latest air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Give me the latest air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Provide the latest air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"What is the trend air_temperature, process_temperature and rotational_speed?",1,0,0,0,1,1,0,0,0,0
"Calculate the trend air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Find the trend air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Determine the trend air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Show me the trend air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Give me the trend air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"Provide the trend air_temperature, process_temperature and rotational_speed.",1,0,0,0,1,1,0,0,0,0
"What is the average air_temperature, process_temperature and system_load?",1,0,0,0,1,0,0,1,0,0
"Calculate the average air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Find the average air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Determine the average air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Show me the average air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Give me the average air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Provide the average air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"What is the maximum air_temperature, process_temperature and system_load?",1,0,0,0,1,0,0,1,0,0
"Calculate the maximum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Find the maximum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Determine the maximum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Show me the maximum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Give me the maximum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Provide the maximum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"What is the minimum air_temperature, process_temperature and system_load?",1,0,0,0,1,0,0,1,0,0
"Calculate the minimum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Find the minimum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Determine the minimum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Show me the minimum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Give me the minimum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Provide the minimum air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"What is the latest air_temperature, process_temperature and system_load?",1,0,0,0,1,0,0,1,0,0
"Calculate the latest air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Find the latest air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Determine the latest air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Show me the latest air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Give me the latest air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Provide the latest air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"What is the trend air_temperature, process_temperature and system_load?",1,0,0,0,1,0,0,1,0,0
"Calculate the trend air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Find the trend air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Determine the trend air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Show me the trend air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Give me the trend air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"Provide the trend air_temperature, process_temperature and system_load.",1,0,0,0,1,0,0,1,0,0
"What is the average air_temperature, process_temperature and torque?",1,0,0,0,1,0,0,0,0,1
"Calculate the average air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Find the average air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Determine the average air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Show me the average air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Give me the average air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Provide the average air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"What is the maximum air_temperature, process_temperature and torque?",1,0,0,0,1,0,0,0,0,1
"Calculate the maximum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Find the maximum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Determine the maximum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Show me the maximum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Give me the maximum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Provide the maximum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"What is the minimum air_temperature, process_temperature and torque?",1,0,0,0,1,0,0,0,0,1
"Calculate the minimum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Find the minimum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Determine the minimum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Show me the minimum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Give me the minimum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Provide the minimum air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"What is the latest air_temperature, process_temperature and torque?",1,0,0,0,1,0,0,0,0,1
"Calculate the latest air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Find the latest air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Determine the latest air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Show me the latest air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Give me the latest air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Provide the latest air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"What is the trend air_temperature, process_temperature and torque?",1,0,0,0,1,0,0,0,0,1
"Calculate the trend air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Find the trend air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Determine the trend air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Show me the trend air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Give me the trend air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"Provide the trend air_temperature, process_temperature and torque.",1,0,0,0,1,0,0,0,0,1
"What is the average air_temperature, process_temperature and tool_wear?",1,0,0,0,1,0,0,0,1,0
"Calculate the average air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Find the average air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Determine the average air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Show me the average air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Give me the average air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Provide the average air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"What is the maximum air_temperature, process_temperature and tool_wear?",1,0,0,0,1,0,0,0,1,0
"Calculate the maximum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Find the maximum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Determine the maximum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Show me the maximum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Give me the maximum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Provide the maximum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"What is the minimum air_temperature, process_temperature and tool_wear?",1,0,0,0,1,0,0,0,1,0
"Calculate the minimum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Find the minimum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Determine the minimum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Show me the minimum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Give me the minimum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Provide the minimum air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"What is the latest air_temperature, process_temperature and tool_wear?",1,0,0,0,1,0,0,0,1,0
"Calculate the latest air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Find the latest air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Determine the latest air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Show me the latest air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Give me the latest air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Provide the latest air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"What is the trend air_temperature, process_temperature and tool_wear?",1,0,0,0,1,0,0,0,1,0
"Calculate the trend air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Find the trend air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Determine the trend air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Show me the trend air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Give me the trend air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"Provide the trend air_temperature, process_temperature and tool_wear.",1,0,0,0,1,0,0,0,1,0
"What is the average air_temperature, rotational_speed and system_load?",1,0,0,0,0,1,0,1,0,0
"Calculate the average air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Find the average air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Determine the average air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Show me the average air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Give me the average air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Provide the average air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"What is the maximum air_temperature, rotational_speed and system_load?",1,0,0,0,0,1,0,1,0,0
"Calculate the maximum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Find the maximum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Determine the maximum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Show me the maximum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Give me the maximum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Provide the maximum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"What is the minimum air_temperature, rotational_speed and system_load?",1,0,0,0,0,1,0,1,0,0
"Calculate the minimum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Find the minimum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Determine the minimum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Show me the minimum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Give me the minimum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"Provide the minimum air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
"What is the latest air_temperature, rotational_speed and system_load?",1,0,0,0,0,1,0,1,0,0
"Calculate the latest air_temperature, rotational_speed and system_load.",1,0,0,0,0,1,0,1,0,0
